SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,PARK_ID,REGION,OS_ID,F_100ftRule,ZipCode,ParcelNumber,YearAcquired,STArea__,STLength__,Shape_Length,Shape_Area,shape_wkt
McLean Playground,City of Boston,A97,3,East Boston,0.42707115,550 Bennington Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,195,PARK_Maintenance_Region 1,195,YES,02128,0100797000,1917,NA,NA,0.001762923102363,1.88931525e-7,"MULTIPOLYGON (((-71.018908317999944 42.382583312000065, -71.01899065899994 42.382705826000063, -71.019155506999937 42.382951127000069, -71.019566153999961 42.382797592000031, -71.019400918999963 42.382552295000039, -71.019318390999956 42.382429777000027, -71.018908317999944 42.382583312000065)))"
Navy Fuel Pier Airport Edge Buffer,Massport,Ch91/WPA,3,East Boston,0.84353927,325 Marginal Street,Waterfront Service,"Parks, Playgrounds & Athletic Fields",Massport,Massport,N,X,NA,Massport,NA,INFO_Reallocation From Dept,4094,NO,02128,NA,0,NA,NA,0.004876322557802,4.82351737e-7,NA
Fidelis Way Park,City of Boston,A97/LWCF/FLP,3,Allston-Brighton,4.90351623,19P Jette Court,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Overlook Park,BPRD,117,PARK_Maintenance_Region 4,117,YES,02135,2101830100,1972,NA,NA,0.008841969659,2.168079003e-6,NA
Harambee Park,City of Boston,A97/LWCF/UPARR/USH,3,Dorchester,44.74656184,930 Blue Hill Avenue,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Franklin Field,BPRD,142,PARK_Maintenance_Region 2,142,YES,02124,1402863000,1892,NA,NA,0.021372705236725,1.9767263757e-5,NA
St Mary's Cemetery,Private,NA,4,Dorchester,10.50258427,Bernard Street,Open Space District,Cemeteries & Burying Grounds,Private,NULL,N,NA,NA,NA,NA,INFO_Reallocation From Dept,7190,NO,02124,NA,0,NA,NA,0.009509117084776,4.639495364e-6,NA
VFW Parkway I,Commonwealth of Massachusetts,A97,2,West Roxbury,12.44233862,NA,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,NA,NA,NA,INFO_Reallocation From Dept,3107,YES,"02132, 02467",NA,0,NA,NA,0.111688501846302,5.496228435e-6,NA
VFW Parkway II,City of Boston,A97,3,West Roxbury,0.64656821,NA,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,343,PARK_Maintenance_Region 4,343,YES,02132,ROW,0,NA,NA,0.002812101802875,2.85649494e-7,NA
Carroll Pond Playground,City of Boston,A97/WPA,3,West Roxbury,0.48428564,15 Carrolton Road,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,042,PARK_Maintenance_Region 4,42,YES,02132,2011625000,1921,NA,NA,0.001885431299792,2.13819144e-7,"MULTIPOLYGON (((-71.15941844699995 42.256348512000045, -71.159573542999965 42.256480074000081, -71.159797390999984 42.256664159000024, -71.159923184999968 42.256575286000043, -71.160034554999982 42.256496834000075, -71.160168669999962 42.256402492000063, -71.159788947999971 42.256094608000069, -71.15941844699995 42.256348512000045)))"
O'Donnell Square,City of Boston,A97,1,Dorchester,0.06098498,NA,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,NA,BPRD,220,PARK_Maintenance_Region 2,220,YES,02122,1602395000,0,NA,NA,0.001149694877383,2.6940011e-8,NA
Grove Street Cemetery,Private,NA,4,West Roxbury,25.38164066,NA,Open Space District,Cemeteries & Burying Grounds,Private,NULL,N,NA,NA,NA,NA,INFO_Reallocation From Dept,7191,NO,02132,NA,0,NA,NA,0.024811446027544,1.1206820367e-5,NA
King's Chapel Burying Ground,City of Boston,A97/NRHP,4,Downtown,0.43176548,40 Tremont Street,Commercial/Office/Business District,Cemeteries & Burying Grounds,BPRD,BPRD,X,X,NA,BPRD,171,PARK_Cemetery Maintenance Request,171,YES,02108,0302858000,1630,NA,NA,0.001795175685522,1.90934857e-7,"MULTIPOLYGON (((-71.059655374999977 42.358083848000035, -71.059486783999944 42.358318197000074, -71.059919247999972 42.358526925000035, -71.060188958999959 42.35817507400003, -71.059695056999942 42.358028813000033, -71.059655374999977 42.358083848000035)))"
Blue Hill Club Recreation Center,City of Boston,A97,3,Dorchester,3.04202952,15 Talbot Street,Open Space District,"Parks, Playgrounds & Athletic Fields",White Fund,Private,X,X,Berkshire Partners Blue Hill Club (Boys & Girls Club),Trust Office,NA,INFO_Reallocation From Dept,2130,YES,02124,NA,0,NA,NA,0.005075545454152,1.343889782e-6,"MULTIPOLYGON (((-71.085642216999986 42.29409081700004, -71.087389121999934 42.294620838000071, -71.087646717999974 42.293896175000043, -71.085998712999981 42.293414978000044, -71.085642216999986 42.29409081700004)))"
Columbia Road/Day Boulevard,Commonwealth of Massachusetts,A97,2,South Boston,16.85069366,NA,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,NA,DCR,NA,INFO_Reallocation From Dept,3108,YES,"02125, 02127",NA,0,NA,NA,0.154080747095849,7.448235504e-6,NA
Columbia Park,City of Boston,A97,3,South Boston,0.33933371,"Farragut Road, Columbia Road, Sixth Street, Lennon Street",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,McGrail Memorial,BPRD,332,PARK_Maintenance_Region 6,332,YES,02127,ROW,0,NA,NA,0.001896690986759,1.50000805e-7,NA
Bellevue Street Green,City of Boston,NA,1,West Roxbury,0.11772257,Bellevue St btwn Robin St and Bellevue Hill Rd,Residential District,"Malls, Squares & Plazas",PWD,PWD,N,X,NA,PWD,NA,INFO_Reallocation From Dept,2135,NO,02132,NA,0,NA,NA,0.001082472676279,5.1992558e-8,NA
Walnut Park,City of Boston,A97,1,Roxbury,0.0601045,NA,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,NA,BPRD,347,PARK_Maintenance_Region 5,347,YES,02119,ROW,0,NA,NA,9.7135341939e-4,2.6561423e-8,NA
Mirabella Pool,City of Boston,A97/Ch91/WPA,3,Downtown,1.36211772,475 Commercial Street,Open Space District,"Parks, Playgrounds & Athletic Fields",White Fund,BCYF,X,L,North End Beach,BCYF,NA,INFO_Reallocation From Dept,2137,YES,02109,NA,0,NA,NA,0.003743593744074,6.02452315e-7,NA
Theresa Hynes Park Access Easement,Private,A97/CR,3,Allston-Brighton,0.02090899,99 Chestnut Hill Avenue,Residential District,"Parks, Playgrounds & Athletic Fields",BCC,Private,X,X,NA,BCC,NA,INFO_Reallocation From Dept,1032,YES,02135,NA,0,NA,NA,0.001092149268697,9.244265e-9,"MULTIPOLYGON (((-71.153823658999954 42.344774130000076, -71.153876064999963 42.34473365100007, -71.154079131999936 42.344362128000057, -71.154095103999964 42.344329604000052, -71.154080097999952 42.344326938000052, -71.153859021999949 42.344725072000074, -71.153800907999937 42.344767534000027, -71.153823658999954 42.344774130000076)))"
Union Park,City of Boston,A97,3,South End,0.36843519,24P Union Park,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,351,PARK_Maintenance_Region 6,351,YES,02118,0306923000,0,NA,NA,0.002308756080402,1.62889788e-7,NA
Blake Estates Urban Wild II,Private,A97/CR/WPA,6,Hyde Park,0.35359006,1344 Hyde Park Avenue,Residential District,Urban Wilds,BCC,Private,X,N,"Allis Chalmers UW, Area 2",BCC,NA,INFO_Reallocation From Dept,1033,YES,02136,NA,0,NA,NA,0.004274620163926,1.56103676e-7,NA
Stony Brook Reservation CR,Private,A97,3,Hyde Park,2.55649856,114 Gordon Avenue,Residential District,"Parkways, Reservations & Beaches",DCR,Private,X,N,NA,DCR,NA,INFO_Reallocation From Dept,7192,YES,02136,NA,0,NA,NA,0.004075660612593,1.128780286e-6,"MULTIPOLYGON (((-71.130976399999952 42.259854362000056, -71.131246448999946 42.25968301000006, -71.131752722999977 42.259438173000035, -71.131877542999973 42.259095553000066, -71.131396234999954 42.258454164000057, -71.13083345299998 42.25865572500004, -71.130723651999972 42.258912917000032, -71.130537209999943 42.259071229000028, -71.130781164999973 42.259559549000073, -71.130890837999971 42.259777611000061, -71.130976399999952 42.259854362000056)))"
Rink Grounds,Commonwealth of Massachusetts,A97,3,Dorchester,2.52600693,995 Morrissey Blvd,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,DCR+BPRD,X,X,NA,DCR,NA,INFO_Reallocation From Dept,3109,YES,02122,1602455002,0,NA,NA,0.00901655470911,1.115822441e-6,NA
Mount Hope Park,City of Boston,A97,3,Roslindale,0.10924642,464 Mt Hope Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,14,PARK_Maintenance_Region 4,14,YES,02131,1806245000,0,NA,NA,9.32696395948e-4,4.825511e-8,"MULTIPOLYGON (((-71.118503793999935 42.284646372000054, -71.118774258999963 42.284832781000034, -71.118795344999967 42.284555988000079, -71.11862453699996 42.284548173000076, -71.118503793999935 42.284646372000054)))"
Oak Square,City of Boston,A97,1,Allston-Brighton,0.2343335,430 Faneuil Street,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,NA,BPRD,217,PARK_Maintenance_Region 4,217,YES,02135,2203371000,1948,NA,NA,0.001355976603049,1.03614944e-7,NA
Henry Square,City of Boston,A97,1,Dorchester,0.05217626,Btwn Adams St and Gallivan Blvd,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,Private+BPRD,X,X,"Andrew Henry Square, Adams Square",BPRD,008,PARK_Maintenance_Region 2,8,YES,02124,ROW,1913,NA,NA,6.65134918274e-4,2.3046085e-8,NA
Melnea A. Cass Recreational Complex,Commonwealth of Massachusetts,A97,3,Roxbury,2.58263665,120 Martin Luther King Jr. Blvd,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,DCR,X,X,"Melnea A. Cass Rink, Swimming Pool, and Spray Deck",DCR,NA,INFO_Reallocation From Dept,7268,YES,02119,1100260000,0,NA,NA,0.004570176740424,1.141435713e-6,NA
Puerto Rican Veterans Memorial Park,City of Boston,NA,1,South End,0.13484177,W Dedham St & Washington St,Open Space District,"Malls, Squares & Plazas",NULL,DND,N,X,NA,DND,NA,INFO_Reallocation From Dept,7261,NO,02118,0900150000,0,NA,NA,0.001252300220318,5.9613553e-8,NA
East Boston Greenway Extension,Massport,NA,3,East Boston,1.24142225,NA,Multiple Districts,"Parks, Playgrounds & Athletic Fields",Massport,NULL,N,X,Mary Ellen Welch Greenway,Massport,NA,INFO_Reallocation from Dept,7269,YES,02128,NA,0,NA,NA,0.02249879043909,5.49173281e-7,NA
Wood Island Bay Edge Park,Massport,NA,3,East Boston,0.58722739,NA,Residential District,"Parks, Playgrounds & Athletic Fields",Massport,Massport,N,X,NA,Massport,NA,INFO_Reallocation From Dept,7270,YES,02128,NA,0,NA,NA,0.00299378927184,2.59774121e-7,NA
Dearborn Street Square,City of Boston,A97,1,Roxbury,0.02932378,NA,Industrial Development Area,"Malls, Squares & Plazas",BPRD,BPRD,X,X,NA,BPRD,352,PARK_Maintenance_Region 5,7263,YES,02119,0802299000,0,NA,NA,4.98596144516e-4,1.296176e-8,"MULTIPOLYGON (((-71.078807476999941 42.329967053000075, -71.07882619999998 42.329976311000053, -71.078974986999981 42.329883146000043, -71.078891545999966 42.329807637000044, -71.078869647999966 42.329811669000037, -71.078807476999941 42.329967053000075)))"
Babson Cookson Tract,City of Boston,A97/NHL,6,Mattapan,2.4113522,82 Babson Street,Residential District,Urban Wilds,BCC,BPRD,X,N,NA,BCC,NA,PARK_Maintenance_Region 2,7265,YES,02126,1800532000,0,NA,NA,0.00426070476213,1.064923781e-6,NA
Paula Titus Park,City of Boston,A97,3,Roxbury,0.18237415,66 Fort Ave,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,7274,PARK_Maintenance_Region 5,7274,YES,02119,1100500001,0,NA,NA,0.001200930138697,8.0609064e-8,NA
Watson Park,City of Boston,A97,3,South End,0.10689585,15 Taylor Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,7271,PARK_Maintenance_Region 6,7271,YES,02118,"0305809000,0305811000,0305829000,0305754000,0305810000",2015,NA,NA,0.001285320877632,4.7260646e-8,NA
Nonquit Street Green,City of Boston,A97,3,Dorchester,0.34046588,695 701A Dudley Street and Nonquit Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,7272,PARK_Maintenance_Region 5,7272,YES,02125,"1301211000,1301212000,1301207000,1301209000,1301210000,1301206000",2022,NA,NA,0.002100361184834,1.5046584e-7,NA
Mahoney Park,City of Boston,A97,3,South Boston,0.38110073,2498 Beacon Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD+Community Group/Non-Profit,X,X,West 1st West 2nd Street,BPRD,7273,PARK_Maintenance_Region 6,7273,YES,02127,"0601265000,0601258000",2020,NA,NA,0.001906958242584,1.68487138e-7,"MULTIPOLYGON (((-71.051275680999936 42.341931093000028, -71.051006376999965 42.342156007000028, -71.051217961999953 42.342292542000052, -71.051487012999985 42.34206706100008, -71.051755963999938 42.341841645000045, -71.051545755999939 42.34170553000007, -71.051275680999936 42.341931093000028)))"
Boundary I,City of Boston,A97,6,Roslindale,7.0643498,NA,Residential District,Urban Wilds,BPRD,BPRD,X,X,NA,NA,2106,INFO_Reallocation From Dept,2106,YES,02136,1806011000,0,NA,NA,0.00802693991468,3.119633812e-6,"MULTIPOLYGON (((-71.136412160999953 42.269936725000036, -71.137447825999971 42.27054293100008, -71.139565728999969 42.268667350000044, -71.138558160999935 42.268282519000024, -71.138501567999981 42.268135048000033, -71.138190423999959 42.26835058000006, -71.136412160999953 42.269936725000036)))"
Sprague Pond,City of Boston,A97,6,Hyde Park,1.19620316,0-4 Lakeside Avenue,Conservation Protection Subdistrict,Urban Wilds,BPRD,BPRD,X,X,Lakeside,BPRD,7275,PARK_Maintenance_Region 4,7275,YES,02136,"1812998000,1812999000",2023,NA,NA,0.003565183526508,5.2795343e-7,NA
Codman Square Park,City of Boston,A97,1,Dorchester,0.35071119,Talbot Avenue,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,NA,BPRD,7276,PARK_Maintenance_Region 2,7279,YES,02124,1704781300,2025,NA,NA,0.002168360421803,1.54926174e-7,NA
Murphy Playground,City of Boston,NA,3,Jamaica Plain,2.44919932,20 Child Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPS,BPRD,N,X,NA,BPS,7277,PARK_Maintenance_Region 3,7277,YES,02130,1103019000,0,NA,NA,0.004578168620534,1.082218718e-6,"MULTIPOLYGON (((-71.112812996999935 42.307833694000067, -71.114180799999986 42.307732013000077, -71.114161779999961 42.307534951000036, -71.113916490999941 42.307552888000032, -71.113824848999968 42.306830252000054, -71.112697644999969 42.30693932500003, -71.112812996999935 42.307833694000067)))"
Union Square Plaza I,City of Boston,NA,1,Allston-Brighton,0.31130858,NA,Open Space District,"Malls, Squares & Plazas",PWD,PWD,N,X,NA,NA,NA,INFO_Reallocation From Dept,2047,YES,02134,NA,0,NA,NA,0.002813415688311,1.37655341e-7,NA
Union Square Plaza II,City of Boston,NA,1,Allston-Brighton,0.07861874,NA,Open Space District,"Malls, Squares & Plazas",BFD,PWD,N,X,NA,NA,NA,INFO_Reallocation From Dept,2048,YES,02134,NA,0,NA,NA,7.11643711422e-4,3.4764196e-8,NA
Neponset River Reservation I,Commonwealth of Massachusetts,A97/WPA/ACEC,2,Multi-District,121.5592824,NA,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,NA,DCR,NA,INFO_Reallocation From Dept,3101,YES,"02126, 02124, 02136",NA,0,NA,NA,0.213939907985518,5.3681459189e-5,NA
Neponset River Reservation II,Commonwealth of Massachusetts,A97/WPA/ACEC,2,Multi-District,61.94219111,NA,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,NA,DCR,NA,INFO_Reallocation From Dept,3110,YES,02136,NA,0,NA,NA,0.067082062804913,2.7338428982e-5,NA
Egleston Square Peace Garden,City of Boston,A97,5,Jamaica Plain,0.11690281,3131 Washington Street,NA,Community Gardens,BPRD,BPRD,X,X,NA,BPRD,NA,PARK_Maintenance_Region 3,353,YES,02130,1101328000,2024,NA,NA,9.28194264933e-4,5.1661063e-8,NA
Sherrin Woods II,City of Boston,A97,6,Hyde Park,1.10639002,0 Dale Street,CPS,Urban Wilds,BPRD,BPRD,X,X,NA,BPRD,NA,PARK_Maintenance_Region 4,7278,YES,02136,1808198000,2024,NA,NA,0.003972060591561,4.88591725e-7,"MULTIPOLYGON (((-71.122017265999943 42.270954758000073, -71.122185395999963 42.270994587000075, -71.122392574999935 42.270022201000074, -71.122519786999987 42.269418542000039, -71.122146846999954 42.269364118000055, -71.121927882999955 42.270377489000055, -71.122140050999974 42.270408271000065, -71.122017265999943 42.270954758000073)))"
