SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,PARK_ID,REGION,OS_ID,F_100ftRule,ZipCode,ParcelNumber,YearAcquired,STArea__,STLength__,Shape_Length,Shape_Area,shape_wkt
Pagel Playground,City of Boston,A97/USH,3,Jamaica Plain,2.71725526,365 Hyde Park Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,223,PARK_Maintenance_Region 4,223,YES,02131,"1904588000,1904588001",0,NA,NA,0.004861389428001,1.200321701e-6,NA
Parkman Playground,City of Boston,A97/LWCF,3,Jamaica Plain,2.06827215,58 Wachusett Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,229,PARK_Maintenance_Region 4,229,YES,02130,1904607000,1924,NA,NA,0.004125661304331,9.13737552e-7,"MULTIPOLYGON (((-71.11230657699997 42.296209616000056, -71.112869453999963 42.296594682000034, -71.113927463999971 42.295709916000078, -71.113334519999967 42.29532385400006, -71.11230657699997 42.296209616000056)))"
Fallon Field,City of Boston,A97,3,Roslindale,7.51210011,910 South Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,112,PARK_Maintenance_Region 4,112,YES,02131,2005499000,0,NA,NA,0.00799762962537,3.318334959e-6,NA
Poplar Street Play Area,City of Boston,A97,3,Roslindale,0.43611806,245 Poplar Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Hillside Play Area,BPRD,241,PARK_Maintenance_Region 4,241,YES,02131,1804684000,1951,NA,NA,0.001987168260903,1.92625843e-7,"MULTIPOLYGON (((-71.12632322199994 42.280687432000036, -71.126244478999979 42.280761148000067, -71.126032367999983 42.280958697000074, -71.126306797999973 42.281068177000066, -71.12657685299996 42.280832776000068, -71.12670124899995 42.280729047000079, -71.126815900999986 42.280621480000036, -71.126573856999983 42.280470665000053, -71.12632322199994 42.280687432000036)))"
Delano Park,City of Boston,NA,1,Roslindale,0.20638995,2P Delano Park,Open Space District,"Malls, Squares & Plazas",NULL,BPRD,N,X,NA,BPWD,NA,PARK_Maintenance_Region 4,2015,YES,02131,1804687500,0,NA,NA,0.004111804971573,9.1156984e-8,"MULTIPOLYGON (((-71.126819035999972 42.279329227000062, -71.126803370999937 42.279333588000043, -71.125371750999989 42.280574586000057, -71.125350039999944 42.280596752000065, -71.12529337999996 42.280644734000077, -71.125329270999941 42.280664477000073, -71.125379936999934 42.280625389000079, -71.125406487999953 42.280605039000079, -71.126846397999941 42.279356055000051, -71.126847705999978 42.279339944000071, -71.126841827999954 42.279329302000065, -71.126819035999972 42.279329227000062)))"
Toll Gate Cemetery,Private,NA,4,Jamaica Plain,0.90486305,Hyde Park Avenue & Walk Hill Street,Open Space District,Cemeteries & Burying Grounds,Private,NULL,N,N,NA,NA,NA,INFO_Reallocation From Dept,7028,NO,02130,NA,0,NA,NA,0.003463653766047,3.99752185e-7,"MULTIPOLYGON (((-71.117092541999966 42.294867744000044, -71.117069500999946 42.294907821000038, -71.116845155999954 42.295289250000053, -71.117228374999968 42.295426923000036, -71.117395636999959 42.295160181000028, -71.117548499999941 42.294887989000074, -71.117688169999951 42.294611342000053, -71.117926252999951 42.294142538000074, -71.117092541999966 42.294867744000044)))"
Dudley Town Common,City of Boston,A97,1,Roxbury,0.61711737,"366-378 Dudley Street
421-425 Dudley Street",Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,NA,BPRD,094,PARK_Maintenance_Region 5,94,YES,02119,"0802214000,0802849000,0802218000,0802850000,0802851000,0802852000,0802216000,0802213000,0802217000,0802215000",0,NA,NA,0.003053710204554,2.72762144e-7,NA
King Street Play Area,City of Boston,A97/Trust Fund,3,Roxbury,0.12529415,239 Roxbury Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,Private,X,X,Play Area #4,BPRD,170,PARK_Maintenance_Region 5,170,YES,02119,0903422010,1943,NA,NA,0.001032117468859,5.5383338e-8,"MULTIPOLYGON (((-71.092963077999968 42.330241424000064, -71.092599140999937 42.330243805000066, -71.092598302999988 42.330390204000025, -71.092961847999959 42.330399526000065, -71.092963077999968 42.330241424000064)))"
Jeep Jones Park,City of Boston,A97/PARC,3,Roxbury,1.81821609,221 Roxbury Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,164,PARK_Maintenance_Region 5,164,YES,02119,"0903340000,0903338000",1991,NA,NA,0.003968523936685,8.03703822e-7,NA
Linwood Park,City of Boston,A97,1,Roxbury,0.07384483,55P Linwood Park Street,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,NA,BPRD,180,PARK_Maintenance_Region 5,180,YES,02119,0903482000,0,NA,NA,6.85532748884e-4,3.2640391e-8,NA
Kittredge Park,City of Boston,A97/PARC,1,Roxbury,0.11614302,2P Kittredge Park,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Alvah Kittredge Park,BPRD,172,PARK_Maintenance_Region 5,172,YES,02119,0903512000,0,NA,NA,0.001019808272044,5.1336394e-8,NA
Rockledge Street Urban Wild,City of Boston,A97,6,Roxbury,0.51363731,5 Rockledge Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,NA,BCC,NA,PARK_Maintenance_Region 5,1009,YES,02119,"0903698000,0903699000,0903696000,0903708000,0903697000",0,NA,NA,0.002356661113859,2.27027269e-7,NA
St James Street Park,City of Boston,A97,3,Roxbury,0.39295102,39 St. James Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,292,PARK_Maintenance_Region 5,292,YES,02119,1201230000,1966,NA,NA,0.001739689971803,1.73685263e-7,"MULTIPOLYGON (((-71.084989433999965 42.326881508000042, -71.084871867999937 42.327103664000049, -71.08520146799998 42.327209183000036, -71.085419989999934 42.326700932000051, -71.085307789999945 42.326669589000062, -71.085157042999981 42.326617226000053, -71.084989433999965 42.326881508000042)))"
Malcolm X Park,City of Boston,A97/LWCF,3,Roxbury,15.24314327,150 M L King Jr. Boulevard,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Washington Park,BPRD,186,PARK_Maintenance_Region 5,186,YES,02119,"1100270000,1201732000",1991,NA,NA,0.014448442236343,6.73695151e-6,NA
Horatio Harris Park,City of Boston,A97/LWCF,3,Roxbury,2.52211019,85 Harold Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,157,PARK_Maintenance_Region 3,157,YES,02121,1203435000,1913,NA,NA,0.00426064163613,1.114632716e-6,NA
Trotter School Playground,City of Boston,A97/UPARR,3,Roxbury,1.24408976,59 Waumbeck Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,306,PARK_Maintenance_Region 5,306,YES,02121,1203276000,1973,NA,NA,0.003117687181991,5.49788589e-7,NA
Crawford Street Playground,City of Boston,A97,3,Roxbury,2.56768582,320 Walnut Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,073,PARK_Maintenance_Region 5,73,YES,02121,"1202983000,1202985010",1965,NA,NA,0.006810962959177,1.134718796e-6,NA
Father Jack Play Area,City of Boston,A97,3,Roxbury,0.31972416,345 Walnut Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"Msgr. John Roussin Park, Walnut Park Play Area",BPRD,311,PARK_Maintenance_Region 5,311,YES,02119,1101679000,1927,NA,NA,0.0014778264879,1.41291272e-7,NA
Flaherty Playground,City of Boston,A97,3,Jamaica Plain,1.31089332,40 Cornwall Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Cornwall,BPRD,119,PARK_Maintenance_Region 3,119,YES,02130,1102253000,1925,NA,NA,0.003172380162519,5.79278524e-7,"MULTIPOLYGON (((-71.104419495999934 42.312074084000074, -71.104990663999956 42.311534250000079, -71.104661438999983 42.311382588000072, -71.104588503999935 42.311349386000074, -71.104267365999988 42.311243126000079, -71.10424822899995 42.31123855900006, -71.104047626999943 42.311448177000045, -71.103965448999986 42.311535223000078, -71.103687540999942 42.311828302000038, -71.103688753999961 42.311828306000052, -71.104419495999934 42.312074084000074)))"
Marcella Playground,City of Boston,A97/LWCF,3,Roxbury,5.09023219,260 Highland Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,187,PARK_Maintenance_Region 5,187,YES,02119,1100868000,0,NA,NA,0.005686106729306,2.249745706e-6,NA
Highland Park,City of Boston,A97,3,Roxbury,3.6328378,58 Beech Glen Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,152,PARK_Maintenance_Region 5,152,YES,02119,"1100592000,1100591000",1888,NA,NA,0.004902311905425,1.605679521e-6,NA
Cedar Square,City of Boston,A97,3,Roxbury,0.61566323,15 Cedar Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,045,PARK_Maintenance_Region 5,45,YES,02119,0903776000,0,NA,NA,0.002132147766441,2.721157e-7,NA
Elm Hill Park,City of Boston,A97,1,Roxbury,0.11791901,21P Elm Hill Park,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,NA,BPRD,105,PARK_Maintenance_Region 5,105,YES,02121,1202695500,0,NA,NA,0.002088667036569,5.2109323e-8,NA
Quincy Street Play Area,City of Boston,A97/USH,3,Roxbury,0.54606112,65 Quincy Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,250,PARK_Maintenance_Region 5,250,YES,02121,1202881000,0,NA,NA,0.002024183649587,2.41313975e-7,"MULTIPOLYGON (((-71.079313858999967 42.314774297000042, -71.079688898999962 42.31495559800004, -71.079776565999964 42.315005136000025, -71.080128857999966 42.314671923000049, -71.079985135999948 42.314590942000052, -71.079839233999962 42.314509417000068, -71.079682813999966 42.314421505000041, -71.079313858999967 42.314774297000042)))"
Howes Playground,City of Boston,A97/UPARR/PARC,3,Roxbury,1.89271145,68 Moreland Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Gertrude Howes Plgd,BPRD,158,PARK_Maintenance_Region 5,158,YES,02119,0802922000,1930,NA,NA,0.003955018729574,8.3654708e-7,"MULTIPOLYGON (((-71.077913695999939 42.324305244000072, -71.078077279999945 42.324379598000064, -71.078689973999985 42.32480182900008, -71.079506402999982 42.324160918000075, -71.07855516099994 42.323751415000061, -71.078320061999989 42.324052354000059, -71.078161429999966 42.323986231000049, -71.077913695999939 42.324305244000072)))"
Little Scobie Playground,City of Boston,A97,3,Roxbury,0.79442284,36 Copeland Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,181,PARK_Maintenance_Region 5,181,YES,02119,1200283000,0,NA,NA,0.002644997235854,3.51113408e-7,NA
Erie/Ellington Playground,City of Boston,A97/LWCF/OCB,3,Dorchester,0.37053053,125 Erie Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,108,PARK_Maintenance_Region 2,108,YES,02121,"1402484000,1402485000,1402483000",0,NA,NA,0.001938346267015,1.63709484e-7,"MULTIPOLYGON (((-71.083019702999934 42.301368142000058, -71.083306341999958 42.301552709000077, -71.083426832999976 42.301451666000048, -71.083560374999934 42.301339389000077, -71.083695227999954 42.30141625300007, -71.083828532999974 42.301284916000043, -71.083729155999947 42.301228395000066, -71.083520814999986 42.301104123000073, -71.083328823999977 42.30120757800006, -71.083171267999944 42.301290906000077, -71.083019702999934 42.301368142000058)))"
Puddingstone Park,City of Boston,A97,3,Dorchester,0.54822674,330 Seaver Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,247,PARK_Maintenance_Region 2,247,YES,02121,"1400829000,1400828000,1400830000,1400831000",0,NA,NA,0.002130816569949,2.42234978e-7,NA
Bynoe Park,City of Boston,A97/UPARR/USH,3,Roxbury,2.67514183,50 Orchard Park,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Edna V. Bynoe Park; Orchard Park,BPRD,100,PARK_Maintenance_Region 5,100,YES,02119,0802192040,0,NA,NA,0.004561436040959,1.182462258e-6,NA
Buena Vista,City of Boston,A97,6,Roxbury,1.47774965,205 Warren Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,Warren Gardens-Gendrot Trust,BCC,NA,PARK_Maintenance_Region 5,1010,YES,02119,1200493000,0,NA,NA,0.003251056215998,6.53133475e-7,NA
Madison Park H.S. Athletic Fields,City of Boston,NA,3,Roxbury,9.60644888,55 Malcolm X Boulevard,Institutional District,"Parks, Playgrounds & Athletic Fields",BPS,BPRD,N,X,NA,BPS,183,PARK_Maintenance_Region 5,183,YES,02120,0902980000,0,NA,NA,0.008396221113308,4.246448171e-6,NA
Dennis Street Park,City of Boston,A97/USH,3,Roxbury,0.68561986,138 Moreland Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Moreland Green,BPRD,085,PARK_Maintenance_Region 5,85,YES,02119,"0803088000,0803091000,0803087000,0803083000,0803082000,0803078000,0803085000,0803084000,0803079000,0803081000,0803080000,0803086000",0,NA,NA,0.002418690011895,3.03023919e-7,NA
Holborn Street Playlot,City of Boston,A97/LWCF/USH,3,Roxbury,0.14142978,6 Holborn Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,155,PARK_Maintenance_Region 5,155,YES,02121,"1202854000,1202855000",0,NA,NA,0.001111543059358,6.2500859e-8,"MULTIPOLYGON (((-71.082455709999977 42.315416389000063, -71.082442195999988 42.315445140000065, -71.082717499999944 42.315505019000057, -71.082728130999953 42.315480226000034, -71.082674992999955 42.315467077000051, -71.082773444999987 42.315241463000064, -71.082552318999944 42.31519264800005, -71.082455709999977 42.315416389000063)))"
Medal of Honor Park,City of Boston,A97,1,South Boston,6.18320692,775 East First Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,NA,BPRD,196,PARK_Maintenance_Region 6,196,YES,02127,0603699000,1897,NA,NA,0.006825713559752,2.733402624e-6,"MULTIPOLYGON (((-71.031428423999955 42.337244437000038, -71.031420914999956 42.337291581000045, -71.031467522999947 42.33732301200007, -71.031537708999963 42.337251094000067, -71.033177186999978 42.337224812000045, -71.033257164999952 42.337289238000039, -71.033304154999939 42.337268992000077, -71.033296136999979 42.337220793000029, -71.033263570999964 42.33577901700005, -71.031374334999953 42.335798070000067, -71.031428423999955 42.337244437000038)))"
Christopher Lee Playground,City of Boston,A97/LWCF,3,South Boston,5.43843989,775 East First Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,M Street Plgd,BPRD,057,PARK_Maintenance_Region 6,57,YES,02127,0603699000,1897,NA,NA,0.007703396919092,2.404194368e-6,"MULTIPOLYGON (((-71.031432920999976 42.337456475000067, -71.030315902999973 42.337474244000077, -71.030346837999957 42.338162197000031, -71.033318464999979 42.338109296000027, -71.033299362999969 42.337276985000074, -71.033257118999984 42.337295540000071, -71.033173621999936 42.33723100900005, -71.031543620999969 42.337255619000075, -71.031471143999966 42.337325637000049, -71.031423275999941 42.337300504000041, -71.031432920999976 42.337456475000067)))"
Hawes Burying Ground,City of Boston,Ch114S7/A97,4,South Boston,0.24322657,301 Emerson Street,Residential District,Cemeteries & Burying Grounds,BPRD,BPRD,X,X,NA,BPRD,146,PARK_Cemetery Maintenance Request,146,YES,02127,0602574000,1816,NA,NA,0.00133290754164,1.07519158e-7,"MULTIPOLYGON (((-71.03431879599998 42.33416419100007, -71.034320646999959 42.334239241000034, -71.034328068999969 42.334459137000067, -71.034715994999942 42.334415136000075, -71.034711082999934 42.334223345000055, -71.034710133999965 42.334159176000071, -71.03431879599998 42.33416419100007)))"
Union Burying Ground,City of Boston,Ch114S7/A97,4,South Boston,0.12032406,650 East Fifth Street,Residential District,Cemeteries & Burying Grounds,BPRD,BPRD,X,X,NA,BPRD,307,PARK_Cemetery Maintenance Request,307,YES,02127,0602592000,1841,NA,NA,0.001055304917907,5.31896e-8,"MULTIPOLYGON (((-71.034313560999976 42.334029237000038, -71.03431879599998 42.33416419100007, -71.034710133999965 42.334159176000071, -71.03470594199996 42.334022795000067, -71.034313560999976 42.334029237000038)))"
Dorchester Heights NHS,United States of America,A97/NRHP,1,South Boston,4.40435066,NA,Residential District,"Malls, Squares & Plazas",National Park Service,NULL,X,X,Thomas Park/Telegraph Hill,NA,NA,INFO_Reallocation From Dept,5001,YES,02127,NA,0,NA,NA,0.005857541401009,1.946913629e-6,NA
Flaherty Park,City of Boston,A97,3,South Boston,0.25203993,130 B Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,118,PARK_Maintenance_Region 6,118,YES,02127,0601252000,1909,NA,NA,0.001374720145285,1.11428259e-7,"MULTIPOLYGON (((-71.052777964999962 42.341871123000033, -71.053100772999983 42.342073658000061, -71.053333764999934 42.341877993000026, -71.053016820999972 42.341671655000027, -71.052777964999962 42.341871123000033)))"
Buckley Playground,City of Boston,A97,3,South Boston,0.64952398,210 West Third Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,035,PARK_Maintenance_Region 6,35,YES,02127,0601560000,1952,NA,NA,0.002519601532083,2.87146767e-7,"MULTIPOLYGON (((-71.048610456999938 42.339188859000046, -71.049392713999964 42.339696137000033, -71.049542061999944 42.33956801800008, -71.049636863999979 42.33948653300007, -71.048854994999942 42.338980838000055, -71.04873422199995 42.339083622000032, -71.048728650999976 42.339080009000043, -71.048719176999953 42.339088064000066, -71.048724747999984 42.339091678000045, -71.048610456999938 42.339188859000046)))"
Ronan Park,City of Boston,A97/LWCF/USH,3,Dorchester,11.24136867,92 Mt. Ida Road,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,268,PARK_Maintenance_Region 2,268,YES,02122,1501590000,1912,NA,NA,0.010518407462259,4.966948963e-6,NA
Mt. Bowdoin Green,City of Boston,A97,1,Dorchester,0.53822488,18 Bowdoin Avenue,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,NA,BPRD,206,PARK_Maintenance_Region 2,206,YES,02121,1401202000,0,NA,NA,0.001931076374462,2.37805719e-7,NA
Byrne Playground,City of Boston,A97,3,Dorchester,1.18864924,23 Everett Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,039,PARK_Maintenance_Region 2,39,YES,02122,1600085000,1939,NA,NA,0.00333415316366,5.25170891e-7,NA
Doherty/Gibson Playground,City of Boston,A97,3,Dorchester,5.72676439,1545 Dorchester Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Townfield,BPRD,088,PARK_Maintenance_Region 2,88,YES,02124,1600740000,1897,NA,NA,0.006402009685088,2.530072855e-6,NA
Wellesley Park,City of Boston,A97,3,Dorchester,0.7134476,25 Wellesley Park,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,316,PARK_Maintenance_Region 2,316,YES,02124,1702486000,0,NA,NA,0.002637319069807,3.1519229e-7,NA
McMorrow Playground,Commonwealth of Massachusetts,A97,3,Dorchester,5.23231695,69-81 Victory Road,Industrial District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,3029,YES,02122,NA,0,NA,NA,0.007742155004787,2.311548344e-6,NA
Hemenway Playground,City of Boston,A97/UPARR,3,Dorchester,4.39558928,540 Adams Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,151,PARK_Maintenance_Region 2,151,YES,02122,1602003000,1919,NA,NA,0.0057321099398,1.941779385e-6,NA
Rev. Loesch Family Park,City of Boston,A97/UPARR/PARC,3,Dorchester,2.25172789,20 Wainwright Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Cronin/Wainwright Park,BPRD,257,PARK_Maintenance_Region 2,257,YES,02124,1601398000,1899,NA,NA,0.004016441437449,9.94704891e-7,"MULTIPOLYGON (((-71.066062167999974 42.291217801000073, -71.066262328999983 42.291179032000059, -71.066263741999933 42.291183899000032, -71.066406136999944 42.291142188000038, -71.066643032999934 42.291072789000054, -71.066833047999978 42.29101713700004, -71.067205734999959 42.290907962000063, -71.066808950999985 42.29010075900004, -71.065801416999989 42.290374916000076, -71.066062167999974 42.291217801000073)))"
Codman Burying Ground,Private,NA,4,Dorchester,2.62545438,75 Norfolk Street,Residential District,Cemeteries & Burying Grounds,Private,NULL,N,N,NA,NA,NA,INFO_Reallocation From Dept,7032,NO,02124,NA,0,NA,NA,0.004489118352424,1.159777261e-6,"MULTIPOLYGON (((-71.075205560999962 42.28883711800006, -71.073859342999981 42.289151110000034, -71.074010523999959 42.289515213000072, -71.074173518999942 42.28990789900007, -71.074192700999959 42.289904369000055, -71.074388563999946 42.289863231000027, -71.075273017999962 42.289681132000055, -71.075556670999958 42.289621589000035, -71.075223536999943 42.288832683000066, -71.075205560999962 42.28883711800006)))"
Walsh Playground,City of Boston,A97/LWCF,3,Mattapan,6.94624866,1005 Washington Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,312,PARK_Maintenance_Region 2,312,YES,"02126, 02124",1703276000,1946,NA,NA,0.007681679245105,3.067856408e-6,NA
Dorchester South Burying Ground,City of Boston,Ch114S7/A97,4,Dorchester,1.93328289,2095 Dorchester Avenue,Open Space District,Cemeteries & Burying Grounds,BPRD,BPRD,X,X,NA,BPRD,091,PARK_Cemetery Maintenance Request,91,YES,02124,1704193000,1814,NA,NA,0.004179484289662,8.53869258e-7,NA
Dorchester Park,City of Boston,A97/USH,3,Dorchester,27.29972652,2180 Dorchester Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,090,PARK_Maintenance_Region 2,90,YES,02124,1605016000,1891,NA,NA,0.021275225038476,1.2057024325e-5,NA
Gallivan/Hallet Circle,Commonwealth of Massachusetts,A97,1,Dorchester,0.47803094,NA,Commercial/Office/Business District,"Malls, Squares & Plazas",DCR,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,3030,YES,02122,1604206000,0,NA,NA,0.002228461486622,2.11150018e-7,NA
Toohig Playground,Commonwealth of Massachusetts,A97,3,Dorchester,2.12441835,630 Gallivan Boulevard,Residential District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,3031,YES,02122,NA,0,NA,NA,0.004868698448573,9.38368665e-7,NA
Martin/Hilltop Playground,City of Boston,A97,3,Dorchester,1.31399534,95 Myrtlebank Avenue,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,189,PARK_Maintenance_Region 2,189,YES,02124,1604367000,1979,NA,NA,0.003125877655168,5.80359113e-7,"MULTIPOLYGON (((-71.052669419999972 42.279231135000032, -71.053047908999986 42.280090795000035, -71.05336590099995 42.280010033000053, -71.053676916999962 42.279931026000042, -71.053320956999983 42.279128401000037, -71.052669419999972 42.279231135000032)))"
10 Josephine Street Garden,Private,PDR/Land Trust,5,Dorchester,0.06909016,10 Josephine Street,Residential District,Community Gardens,TTOR,NULL,N,N,NA,NA,NA,INFO_Reallocation From Dept,7208,NO,02122,NA,0,NA,NA,7.18630665436e-4,3.0525414e-8,"MULTIPOLYGON (((-71.065363165999941 42.300475499000072, -71.065453030999947 42.300670034000063, -71.065593709999973 42.300635004000071, -71.065503845999956 42.300440379000065, -71.065363165999941 42.300475499000072)))"
Mother's Rest at Four Corners,City of Boston,A97/LWCF/USH,3,Dorchester,1.14620691,410 Washington Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,205,PARK_Maintenance_Region 2,205,YES,02124,"1702437000,1702438000,1702436000,1702439000",0,NA,NA,0.003236730548046,5.06393017e-7,NA
Ripley Playground,City of Boston,A97/UPARR/PARC,3,Dorchester,0.84612761,25 Ripley Road,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,261,PARK_Maintenance_Region 2,261,YES,02121,1401485000,1913,NA,NA,0.002836613482146,3.73829933e-7,NA
Garvey Playground,City of Boston,A97,3,Dorchester,5.26426928,340 Neposet Avenue,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,William H. Garvey Playground,BPRD,130,PARK_Maintenance_Region 2,130,YES,02122,1602436000,1896,NA,NA,0.006440757622911,2.325398187e-6,NA
Ventura Playground,Commonwealth of Massachusetts,A97,3,Dorchester,1.31002006,NA,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,NA,NA,NA,INFO_Reallocation From Dept,3032,YES,02124,NA,0,NA,NA,0.00371160638922,5.78521588e-7,NA
Geneva Cliffs,City of Boston,A97,6,Dorchester,1.79844474,275 Geneva Avenue,Residential District,Urban Wilds,BCC,BPRD,X,X,NA,BCC,NA,PARK_Maintenance_Region 2,1011,YES,02121,"1401390000,1401389000",0,NA,NA,0.004344092248442,7.94627705e-7,NA
Hayes Park,City of Boston,A97,3,South End,0.27519303,158 Warren Avenue,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,147,PARK_Maintenance_Region 6,147,YES,02116,0400302000,1991,NA,NA,0.001414726481414,1.21668042e-7,"MULTIPOLYGON (((-71.075231712999937 42.343664426000032, -71.075353277999966 42.343946961000029, -71.075742308999963 42.343840287000035, -71.075609850999967 42.343558758000029, -71.075231712999937 42.343664426000032)))"
Rotch Playground,City of Boston,A97,3,South End,2.74607709,30 Randolph Street,Industrial District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,NA,BPRD,272,PARK_Maintenance_Region 6,272,YES,02118,0306535000,1903,NA,NA,0.004644381276672,1.214051444e-6,"MULTIPOLYGON (((-71.063233698999966 42.341764092000062, -71.06461399899996 42.342240721000053, -71.064719710999952 42.342062863000081, -71.064949274999947 42.34168065700004, -71.064968796999949 42.341647780000073, -71.065041718999964 42.34152597700006, -71.063578652999979 42.341033914000036, -71.063233698999966 42.341764092000062)))"
Ringgold Park,City of Boston,A97,3,South End,0.44552467,10 Ringgold Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"Hanson St. Play Area, Ringgold St. Play Area",BPRD,260,PARK_Maintenance_Region 6,260,YES,02118,"0305913000,0305912000,0305911000",1965,NA,NA,0.001974644730041,1.96973431e-7,"MULTIPOLYGON (((-71.069770310999957 42.343304001000035, -71.070043837999947 42.343485250000072, -71.070096232999958 42.34352018800007, -71.070155898999985 42.343559443000061, -71.070354110999972 42.343410639000069, -71.070309407999957 42.343373995000036, -71.070262813999989 42.343335471000046, -71.070479580999972 42.343182987000034, -71.070246289999943 42.342983333000063, -71.069770310999957 42.343304001000035)))"
Blackstone Square,City of Boston,A97,1,South End,2.44463805,1535 Washington Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,NA,BPRD,024,PARK_Maintenance_Region 6,24,YES,02118,0900348000,1855,NA,NA,0.004276456435734,1.080751802e-6,"MULTIPOLYGON (((-71.072707101999981 42.339679542000056, -71.073441504999948 42.340294379000056, -71.074433165999949 42.339650292000044, -71.073682967999957 42.339038014000039, -71.072707101999981 42.339679542000056)))"
